Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
51648276,Drive Your Plow Over the Bones of the Dead,Olga Tokarczuk,"Tokarczuk, Olga","Antonia Lloyd-Jones, Beata Poźniak","=""""","=""""",0,3.94,Penguin Audio,Audible Audio,274,2019,2009,,2023/11/08,,,read,,,,1,0
18112493,Parissyndromet,Heidi Furre,"Furre, Heidi",,"=""8282880035""","=""9788282880039""",0,4.12,Flamme,Hardcover,207,2013,2013,,2024/12/21,,,read,,,,1,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,"=""0553448188""","=""9780553448184""",0,3.64,Hogarth,Hardcover,188,2016,2007,,2024/12/21,,,read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.14,Faber & Faber,Paperback,258,2005,1989,,2025/07/15,,,read,,,,1,0
43868109,Empire of Pain: The Secret History of the Sackler Dynasty,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385545681""","=""9780385545686""",0,4.54,Doubleday,Hardcover,535,2021,2021,,2025/07/10,to-read,to-read (#298),to-read,,,,0,0
40163119,Say Nothing: A True Story of Murder and Memory in Northern Ireland,Patrick Radden Keefe,"Keefe, Patrick Radden",,"=""0385521316""","=""9780385521314""",0,4.47,Doubleday,Hardcover,441,2019,2018,,2025/07/10,to-read,to-read (#297),to-read,,,,0,0
42683,On Writing,Ernest Hemingway,"Hemingway, Ernest","Larry W. Phillips, Charles Scribner Jr.","=""0684854295""","=""9780684854298""",0,4.02,Scribner,Paperback,160,2004,1984,,2025/06/12,to-read,to-read (#296),to-read,,,,0,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.00,William Morrow,Kindle Edition,872,2015,2015,,2025/06/11,to-read,to-read (#295),to-read,,,,0,0
50365,"A Suitable Boy (A Bridge of Leaves, #1)",Vikram Seth,"Seth, Vikram",,"=""0060786523""","=""9780060786526""",0,4.11,Harper Perennial Modern Classics,Paperback,1474,2005,1993,,2025/06/11,to-read,to-read (#294),to-read,,,,0,0
139498940,Code The Hidden Language of Computer Hardware and Software Paperback - Illustrated 21 Oct 2000,Charles Petzold,"Petzold, Charles",,"=""""","=""""",0,4.40,Generic,Paperback,0,,1999,,2025/06/11,to-read,to-read (#293),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2025/05/11,to-read,to-read (#292),to-read,,,,0,0
58537332,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture",Gabor Maté,"Maté, Gabor",Daniel Maté,"=""0593083881""","=""9780593083888""",0,4.31,Avery,Hardcover,576,2022,2022,,2023/01/30,,,read,,,,1,0
18371942,"Lille mand, hvad nu?",Hans Fallada,"Fallada, Hans",,"=""""","=""""",0,4.02,Gyldendal,Paperback,216,1982,1932,,2025/04/15,to-read,to-read (#291),to-read,,,,0,0
764165,The Snow Leopard,Peter Matthiessen,"Matthiessen, Peter",,"=""0140255087""","=""9780140255089""",0,4.07,Penguin Books,Paperback,338,1996,1978,,2023/08/28,,,read,,,,1,0
74402,The Fur Hat,Vladimir Voinovich,"Voinovich, Vladimir",Susan Brownsberger,"=""0156340305""","=""9780156340304""",0,3.92,HarperVia,Paperback,132,1991,1988,,2024/11/30,,,read,,,,1,0
61948083,Giæver og Iunker,Erlend Loe,"Loe, Erlend",,"=""8202763843""","=""9788202763848""",0,3.85,Cappelen Damm,Hardcover,160,2022,2022,,2024/12/21,,,read,,,,1,0
67696,The Last of the Wine,Mary Renault,"Renault, Mary",,"=""0375726810""","=""9780375726811""",0,4.05,Vintage,Paperback,400,2001,1956,,2025/03/23,to-read,to-read (#290),to-read,,,,0,0
4982,The Sirens of Titan,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Chris     Moore,"=""""","=""""",0,4.15,Gollancz,Paperback,224,1999,1959,,2025/03/18,to-read,to-read (#289),to-read,,,,0,0
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.34,Grand Central Publishing,Kindle Edition,496,2017,2017,,2025/03/13,to-read,to-read (#288),to-read,,,,0,0
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.34,Knopf,Hardcover,435,2006,2006,,2025/03/13,to-read,to-read (#287),to-read,,,,0,0
171547,Songs of Innocence and of Experience,William Blake,"Blake, William",,"=""1420925806""","=""9781420925807""",0,4.09,Digireads.com,Paperback,56,2005,1794,,2025/03/13,to-read,to-read (#286),to-read,,,,0,0
173754979,James,Percival Everett,"Everett, Percival",,"=""0385550367""","=""9780385550369""",0,4.47,Knopf Doubleday,Hardcover,303,2024,2024,,2025/03/13,to-read,to-read (#285),to-read,,,,0,0
34381330,In the Distance,Hernan Diaz,"Diaz, Hernan",,"=""1566894883""","=""9781566894883""",0,4.10,Coffee House Press,Paperback,256,2017,2017,,2025/03/13,to-read,to-read (#284),to-read,,,,0,0
18386,The Death of Ivan Ilych,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""""","=""""",0,4.14,Waking Lion Press,Paperback,86,2006,1886,,2025/03/01,to-read,to-read (#283),to-read,,,,0,0
89231,Augustus,John  Williams,"Williams, John",,"=""1400076730""","=""9781400076734""",0,4.25,Vintage,Paperback,336,2004,1972,,2025/02/23,to-read,to-read (#282),to-read,,,,0,0
9778945,The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,"Carr, Nicholas",,"=""0393339750""","=""9780393339758""",0,3.89,W. W. Norton & Company,Paperback,280,2011,2010,,2025/02/20,to-read,to-read (#281),to-read,,,,0,0
223263555,Terracotta,Amalie Smith,"Smith, Amalie",,"=""8702427397""","=""9788702427394""",0,3.90,Gyldendal,Paperback,192,2025,2025,,2025/01/23,to-read,to-read (#280),to-read,,,,0,0
54452012,Thread Ripper,Amalie Smith,"Smith, Amalie",Line-Gry Hørup,"=""""","=""9788702296426""",0,4.26,Gyldendal,Paperback,224,2021,2020,,2025/01/23,to-read,to-read (#279),to-read,,,,0,0
20257294,The Fable of the Dragon-Tyrant,Nick Bostrom,"Bostrom, Nick",,"=""""","=""""",0,4.23,,Unknown Binding,18,2005,2005,,2024/12/29,to-read,to-read (#278),to-read,,,,0,0
208707460,Deep Utopia: Life and Meaning in a Solved World,Nick Bostrom,"Bostrom, Nick",,"=""1646871642""","=""9781646871643""",0,3.70,Ideapress Publishing,Hardcover,536,2024,,,2024/12/29,to-read,to-read (#277),to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",0,3.85,Oxford University Press,Hardcover,352,2014,2014,,2024/12/29,to-read,to-read (#276),to-read,,,,0,0
83518,The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,"Kurzweil, Ray",,"=""0143037889""","=""9780143037880""",0,3.93,Penguin ,Paperback,652,2006,2005,,2024/12/29,to-read,to-read (#275),to-read,,,,0,0
276796,Utz,Bruce Chatwin,"Chatwin, Bruce",,"=""0140115765""","=""9780140115765""",0,3.67,Penguin Publishing Group,Paperback,154,1989,1988,,2024/12/29,to-read,to-read (#274),to-read,,,,0,0
75665931,The Maniac,Benjamín Labatut,"Labatut, Benjamín",,"=""0593654471""","=""9780593654477""",4,4.34,Penguin Press,Hardcover,368,2023,2023,,2024/12/03,,,read,,,,1,0
8471380,Fortællinger,Franz Kafka,"Kafka, Franz","Isak Winkel Holm, Per Øhrgaard, Villy Sørensen","=""8702066211""","=""9788702066210""",0,3.87,Gyldendal,Hardcover,267,2008,1912,2024/12/05,2023/11/19,,,read,,,,1,0
62069739,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""""",0,4.11,New York Review Books,Kindle Edition,193,2022,2020,,2024/11/30,,,read,,,,1,0
2623,Great Expectations,Charles Dickens,"Dickens, Charles","Kate Flint, Margaret Cardwell","=""0192833596""","=""9780192833594""",4,3.80,Oxford University Press,Paperback,544,1998,1861,,2022/07/19,,,read,,,,1,0
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,"=""0307719219""","=""9780307719218""",0,4.09,Crown Currency,Hardcover,529,2012,2012,,2024/11/11,to-read,to-read (#273),to-read,,,,0,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",0,3.88,Penguin Books,Paperback,256,1993,1924,,2018/12/29,,,read,,,,1,0
61327449,"How Big Things Get Done: The Surprising Factors That Determine the Fate of Every Project, from Home Renovations to Space Exploration and Everything In Between",Bent Flyvbjerg,"Flyvbjerg, Bent",Dan Gardner,"=""0593239512""","=""9780593239513""",0,4.29,Crown Currency,Hardcover,304,2023,2023,,2023/08/07,,,read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,2024/10/23,2023/08/28,,,read,,,,3,0
7624,Lord of the Flies,William Golding,"Golding, William",,"=""0140283331""","=""9780140283334""",0,3.70,Penguin Books ,Paperback,182,1999,1954,,2021/10/04,,,read,,,,1,0
216560403,Ædnan,Linnea Axelsson,"Axelsson, Linnea","Saskia Vogel, Angela Dawe","=""""","=""""",0,4.20,Random House Audio,Audible Audio,,2024,2018,,2024/10/02,to-read,to-read (#272),to-read,,,,0,0
58745510,Movement: how to take back our streets and transform our lives,Thalia Verkade,"Verkade, Thalia","Marco te Brömmelstroet, Fiona Graham","=""1911344978""","=""9781911344971""",0,4.18,Scribe UK,Paperback,275,2022,2020,,2022/08/13,to-read,to-read (#174),to-read,,,,0,0
35749414,Who We Are and How We Got Here: Ancient DNA and the New Science of the Human Past,David  Reich,"Reich, David",,"=""110187032X""","=""9781101870327""",0,4.14,Pantheon,Hardcover,335,2018,2018,,2024/07/23,to-read,to-read (#271),to-read,,,,0,0
62804,Sun & Steel,Yukio Mishima,"Mishima, Yukio",John Bester,"=""4770029039""","=""9784770029034""",0,3.86,Kodansha International,"Paperback, Paper Dust Jacket",108,2003,1968,,2018/12/29,"to-read, bogklub","to-read (#32), bogklub (#8)",to-read,,,,0,0
59151,Chess Story,Stefan Zweig,"Zweig, Stefan","Peter Gay, Joel Rotenberg, Стефан Цвайг","=""1590171691""","=""9781590171691""",0,4.27,NYRB Classics,Paperback,104,2005,1942,,2024/06/08,to-read,to-read (#270),to-read,,,,0,0
100793,Wandering,Hermann Hesse,"Hesse, Hermann",James Wright,"=""0224008048""","=""9780224008044""",0,4.05,"Farrar, Straus, and Giroux, Inc. (NY)",Hardcover,119,1972,1920,,2024/06/01,to-read,to-read (#269),to-read,,,,0,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",0,4.10,Harcourt,Paperback,165,1974,1972,,2023/04/09,,,read,,,,1,0
90619,"Little, Big",John Crowley,"Crowley, John",,"=""0061120057""","=""9780061120053""",0,3.81,Harper Collins Publishers,Paperback,538,2006,1981,,2024/05/11,to-read,to-read (#268),to-read,,,,0,0
661723,Bushido: The Soul of Japan,Inazō Nitobe,"Nitobe, Inazō",,"=""4770027311""","=""9784770027313""",0,3.84,Kodansha USA,Hardcover,160,2002,1899,,2024/04/21,to-read,to-read (#267),to-read,,,,0,0
604635,Naïve. Super,Erlend Loe,"Loe, Erlend",Tor Ketil Solberg,"=""1841956724""","=""9781841956725""",0,3.86,Canongate UK,Paperback,208,2005,1996,,2024/04/17,to-read,to-read (#266),to-read,,,,0,0
402843,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",Shunryu Suzuki,"Suzuki, Shunryu","Trudy Dixon, Huston Smith, Richard Baker","=""0834800799""","=""9780834800793""",0,4.21,Weatherhill,Paperback,138,1970,1970,,2024/04/14,to-read,to-read (#265),to-read,,,,0,0
64369,Mindfulness in Plain English,Henepola Gunaratana,"Gunaratana, Henepola",Lauri Porceddu,"=""0861713214""","=""9780861713219""",0,4.15,Wisdom Publications,Paperback,208,1996,1992,,2024/04/14,to-read,to-read (#264),to-read,,,,0,0
248871,"Berserk, Vol. 1 (Berserk, #1)",Kentaro Miura,"Miura, Kentaro",,"=""1593070209""","=""9781593070205""",0,4.48,Dark Horse Manga,Paperback,224,2003,1990,,2024/04/07,"to-read, bogklub","to-read (#263), bogklub (#5)",to-read,,,,0,0
58093554,This is Vegan Propaganda (and Other Lies the Meat Industry Tells You),Ed Winters,"Winters, Ed",,"=""1473595134""","=""9781473595132""",0,4.62,Ebury Digital,ebook,320,2022,2022,,2024/04/04,to-read,to-read (#262),to-read,,,,0,0
32767,At the Mountains of Madness,H.P. Lovecraft,"Lovecraft, H.P.",China Miéville,"=""0812974417""","=""9780812974416""",0,3.79,The Modern Library,Paperback,194,2005,1931,,2024/03/29,,,read,,,,1,0
37781,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"Achebe, Chinua",,"=""""","=""""",0,3.74,Anchor Books,Paperback,215,1994,1958,,2024/03/06,"to-read, bogklub","to-read (#261), bogklub (#4)",to-read,,,,0,0
127278133,Glorious Exploits,Ferdia  Lennon,"Lennon, Ferdia",,"=""1250893690""","=""9781250893697""",0,4.15,Henry Holt and Co.,Hardcover,304,2024,2024,,2024/03/05,to-read,to-read (#260),to-read,,,,0,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.39,Penguin Press,Hardcover,790,2017,2017,,2023/11/17,paa-min-irl-hylde,paa-min-irl-hylde (#10),paa-min-irl-hylde,,,,0,0
52382796,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""1982603844""","=""9781982603847""",0,4.41,Blackstone Publishing,Paperback,1152,2020,1975,,2024/03/02,to-read,to-read (#259),to-read,,,,0,0
93101,The Arabian Nights,Anonymous,"Anonymous, Anonymous","A.S. Byatt, Richard Francis Burton","=""0812972147""","=""9780812972146""",0,4.03,Modern Library,Mass Market Paperback,1049,2004,800,,2024/01/30,to-read,to-read (#258),to-read,,,,0,0
909011,"""Exterminate All the Brutes"": One Man's Odyssey into the Heart of Darkness and the Origins of European Genocide",Sven Lindqvist,"Lindqvist, Sven",Joan Tate,"=""1565843592""","=""9781565843592""",0,4.23,The New Press,Paperback,179,1997,1992,,2023/11/01,"to-read, bogklub","to-read (#223), bogklub (#3)",to-read,,,,0,0
253984,"A Time of Gifts (Trilogy, #1)",Patrick Leigh Fermor,"Fermor, Patrick Leigh",Jan Morris,"=""1590171659""","=""9781590171653""",0,4.04,NYRB Classics,Paperback,321,2005,1977,,2023/08/30,"to-read, bogklub","to-read (#208), bogklub (#2)",to-read,,,,0,0
61118,"My Traitor's Heart: A South African Exile Returns to Face His Country, His Tribe, and His Conscience",Rian Malan,"Malan, Rian",,"=""0802136842""","=""9780802136848""",0,4.25,Grove Press,Paperback,349,2000,1990,,2023/04/05,to-read,to-read (#187),to-read,,,,0,0
6094514,Jonas,Jens Bjørneboe,"Bjørneboe, Jens",,"=""8253019920""","=""""",0,4.05,Pax,Paperback,302,1998,1955,,2022/07/07,to-read,to-read (#168),to-read,,,,0,0
24278715,Aleffen,Jorge Luis Borges,"Borges, Jorge Luis",,"=""8700258881""","=""9788700258884""",0,4.33,Gyldendal,Paperback,196,1999,1945,,2021/06/23,to-read,to-read (#120),to-read,,,,0,0
214614,Desert Solitaire,Edward Abbey,"Abbey, Edward",,"=""0345326490""","=""9780345326492""",0,4.18,Ballantine Books,Mass Market Paperback,337,1971,1968,,2024/01/22,to-read,to-read (#257),to-read,,,,0,0
39910541,Hobitten,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",5,4.29,Gyldendal,Hardcover,376,2012,1937,,2024/01/20,,,read,,,,1,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.19,Knopf,Hardcover,331,2024,2024,,2024/01/20,to-read,to-read (#256),to-read,,,,0,0
881902,Sailing Alone around the World,Joshua Slocum,"Slocum, Joshua",Thomas Philbrick,"=""0140437363""","=""9780140437362""",0,4.15,Penguin Classics,Paperback,273,1999,1899,,2023/08/28,"to-read, bogklub","to-read (#200), bogklub (#1)",to-read,,,,0,0
352133,Unfashionable Observations,Friedrich Nietzsche,"Nietzsche, Friedrich",Richard T. Gray,"=""0804734038""","=""9780804734035""",0,4.12,Stanford University Press,Paperback,420,1998,1876,,2024/01/17,to-read,to-read (#255),to-read,,,,0,0
399136,Imagined Communities: Reflections on the Origin and Spread of Nationalism,Benedict Anderson,"Anderson, Benedict",,"=""0860915468""","=""9780860915461""",0,4.11,Verso/New Left Books Ltd.,Paperback,224,1991,1983,,2024/01/17,to-read,to-read (#254),to-read,,,,0,0
77959,Lost in the Cosmos: The Last Self-Help Book,Walker Percy,"Percy, Walker",,"=""0312253990""","=""9780312253998""",0,4.06,Picador,Paperback,272,2000,1983,,2024/01/17,to-read,to-read (#253),to-read,,,,0,0
153426,The Passion According to G.H.,Clarice Lispector,"Lispector, Clarice",Ronald W. Sousa,"=""0816617120""","=""9780816617128""",0,4.13,University of Minnesota Press,Paperback,173,1988,1964,,2024/01/17,to-read,to-read (#252),to-read,,,,0,0
75394929,Middle March,George Eliot,"Eliot, George",,"=""""","=""""",0,4.03,,Kindle Edition,979,2022,1872,,2024/01/17,to-read,to-read (#251),to-read,,,,0,0
2195464,What I Talk About When I Talk About Running,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",3,3.87,Knopf Publishing Group,Hardcover,188,2008,2007,2023/10/29,2023/04/05,,,read,,,,1,0
7841459,Alexander the Great,Philip Freeman,"Freeman, Philip",,"=""1416592806""","=""9781416592808""",5,4.33,Simon & Schuster,Hardcover,391,2011,2010,2023/11/17,2023/11/04,,,read,,,,1,0
62836458,Stilhedens hav,Emily St. John Mandel,"Mandel, Emily St. John",Jakob Levinsen,"=""8727012700""","=""9788727012704""",2,4.06,Lindhardt & Ringhof,Paperback,291,2023,2022,2023/11/10,2023/11/10,,,read,,,,1,0
657466,The Rider,Tim Krabbé,"Krabbé, Tim",Sam Garrett,"=""1582342903""","=""9781582342900""",3,4.23,Bloomsbury USA,ebook,152,2003,1978,2023/10/17,2023/08/28,,,read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""""","=""""",5,4.12,Vintage International,Paperback,467,2006,2002,2024/01/10,2023/11/08,,,read,,,,1,0
7042,The Tale of Genji,Murasaki Shikibu,"Shikibu, Murasaki","Royall  Tyler, Minora Sugai","=""014243714X""","=""9780142437148""",0,3.72,Penguin,Paperback,1182,2003,1000,,2024/01/14,to-read,to-read (#250),to-read,,,,0,0
102030,Musashi,Eiji Yoshikawa,"Yoshikawa, Eiji","Charles S. Terry, Edwin O. Reischauer","=""4770019572""","=""9784770019578""",0,4.47,Kodansha International,Hardcover,970,1995,1935,,2024/01/13,to-read,to-read (#249),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.25,Harper Voyager,Paperback,387,1994,1974,2023/12/10,2021/10/21,,,read,,,,1,0
40611328,"Ishmael (Ishmael, #1)",Daniel Quinn,"Quinn, Daniel",,"=""""","=""""",0,4.01,Bantam,Kindle Edition,338,2009,1992,,2024/01/13,to-read,to-read (#248),to-read,,,,0,0
35657708,How To Build A Car,Adrian Newey,"Newey, Adrian",,"=""000819680X""","=""9780008196806""",0,4.46,HarperCollins,Hardcover,400,2019,2017,,2023/12/26,to-read,to-read (#247),to-read,,,,0,0
30733,Essays,Michel de Montaigne,"Montaigne, Michel de",John Michael Cohen,"=""014017897X""","=""9780140178975""",0,4.23,Penguin,Paperback,406,1958,1580,,2019/01/28,to-read,to-read (#44),to-read,,,,0,0
29380,Animal Liberation,Peter Singer,"Singer, Peter",,"=""0060011572""","=""9780060011574""",0,4.30,Ecco Press,Paperback,324,2001,1975,,2023/11/26,to-read,to-read (#246),to-read,,,,0,0
36236123,Survivor,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0393355934""","=""9780393355932""",3,3.93,W. W. Norton & Company,Paperback,304,2018,1999,2023/11/21,2023/11/18,,,read,,,,1,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.43,Penguin Books,Paperback,601,2002,1952,,2023/11/20,to-read,to-read (#245),to-read,,,,0,0
201739404,The Daily Pressfield: A Teaching a Day from the Author of the War of Art,Steven Pressfield,"Pressfield, Steven",Victor Juhasz,"=""""","=""9798987871621""",0,4.43,Sarsaparilla Media LLC,Kindle Edition,474,2023,,,2023/11/19,to-read,to-read (#244),to-read,,,,0,0
29358559,Upstream: Selected Essays,Mary Oliver,"Oliver, Mary",,"=""1594206708""","=""9781594206702""",0,4.16,Penguin Press,Hardcover,178,2016,2016,,2023/11/18,to-read,to-read (#243),to-read,,,,0,0
8143909,Foster,Claire Keegan,"Keegan, Claire",,"=""0571255655""","=""9780571255658""",0,4.32,Faber & Faber,Paperback,89,2010,2010,,2023/11/18,to-read,to-read (#242),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.31,Alfred A. Knopf,Hardcover,477,2013,2013,,2023/11/18,to-read,to-read (#241),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",4,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2023/08/24,2023/08/19,,,read,,,,1,0
36448501,The Bitcoin Standard: The Decentralized Alternative to Central Banking,Saifedean Ammous,"Ammous, Saifedean",,"=""1119473861""","=""9781119473862""",4,4.17,Wiley,Hardcover,304,2018,2018,2023/10/10,2023/07/21,,,read,,,,1,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,2023/09/22,2022/01/07,,,read,,,,1,0
59948520,In Memoriam,Alice Winn,"Winn, Alice",,"=""0593534565""","=""9780593534564""",0,4.51,Knopf,Hardcover,382,2023,2023,,2023/11/18,to-read,to-read (#240),to-read,,,,0,0
201334477,Bibelen,Péter Nádas,"Nádas, Péter",Morten Østergaard Rasmussen,"=""8797329770""","=""9788797329771""",0,3.94,Sisyfos,Paperback,106,2023,,,2023/11/17,to-read,to-read (#239),to-read,,,,0,0
40604658,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,"Crichton, Michael",,"=""0307763056""","=""9780307763051""",0,4.12,Ballantine Books,Kindle Edition,466,2012,1990,,2023/11/17,to-read,to-read (#238),to-read,,,,0,0
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow,Hardcover,937,2008,2008,,2023/11/15,to-read,to-read (#237),to-read,,,,0,0
51750,Writing Tools: 50 Essential Strategies for Every Writer,Roy Peter Clark,"Clark, Roy Peter",,"=""0316014982""","=""9780316014984""",0,4.20,"Little, Brown and Company",Hardcover,260,2006,2006,,2023/11/14,to-read,to-read (#236),to-read,,,,0,0
31799,The Problems of Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""1421903679""","=""9781421903675""",0,3.90,Indypublish.Com,Paperback,116,2005,1912,,2023/11/14,to-read,to-read (#235),to-read,,,,0,0
52500766,Consider This: Moments in My Writing Life After Which Everything Was Different,Chuck Palahniuk,"Palahniuk, Chuck",,"=""1538717956""","=""9781538717950""",0,4.38,Grand Central Publishing,Hardcover,256,2020,2020,,2023/11/12,to-read,to-read (#234),to-read,,,,0,0
