Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
10569,On Writing: A Memoir of the Craft,Stephen        King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.34,Pocket Books,Mass Market Paperback,320,2002,2000,,2023/11/12,to-read,to-read (#233),to-read,,,,0,0
103761,Zen in the Art of Writing: Releasing the Creative Genius Within You,Ray Bradbury,"Bradbury, Ray",,"=""0553296345""","=""9780553296341""",0,4.08,Bantam,Mass Market Paperback,158,1992,1973,,2023/11/12,to-read,to-read (#232),to-read,,,,0,0
38900866,It Doesn't Have to Be Crazy at Work,Jason Fried,"Fried, Jason",David Heinemeier Hansson,"=""0062874780""","=""9780062874788""",0,4.01,Harper Business,Hardcover,240,2018,2018,,2023/11/10,to-read,to-read (#231),to-read,,,,0,0
61714633,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,"Grann, David",,"=""0385534264""","=""9780385534260""",0,4.17,Doubleday,Hardcover,331,2023,2023,,2023/11/10,to-read,to-read (#230),to-read,,,,0,0
180357146,The Covenant of Water,Abraham   Verghese,"Verghese, Abraham",,"=""0802162177""","=""9780802162175""",0,4.42,Grove Press,Paperback,715,2025,2023,,2023/11/10,to-read,to-read (#229),to-read,,,,0,0
483098,The Nights Of Labor: The Workers' Dream in Nineteenth-Century France,Jacques Rancière,"Rancière, Jacques",,"=""0877228337""","=""9780877228332""",0,3.93,Temple University Press,Paperback,448,1991,1981,,2023/11/10,to-read,to-read (#228),to-read,,,,0,0
16619,Democracy in America,Alexis de Tocqueville,"Tocqueville, Alexis de","Isaac Kramnick, Gerald Bevan","=""0140447601""","=""9780140447606""",0,4.05,Penguin Classics,Paperback,983,2003,1835,,2023/11/10,to-read,to-read (#227),to-read,,,,0,0
23129811,On Palestine,Noam Chomsky,"Chomsky, Noam","Ilan Pappé, Frank Barat","=""1608464709""","=""9781608464708""",0,4.27,Haymarket Books,Paperback,220,2015,2015,,2023/11/10,to-read,to-read (#226),to-read,,,,0,0
426504,Ficciones,Jorge Luis Borges,"Borges, Jorge Luis","Anthony Kerrigan, Anthony Bonner","=""0802130305""","=""9780802130303""",0,4.40,Grove Press,Paperback,174,1994,1944,,2023/11/10,to-read,to-read (#225),to-read,,,,0,0
30753738,The Choice: Embrace the Possible,Edith Eger,"Eger, Edith",,"=""1501130781""","=""9781501130786""",0,4.58,Scribner,Hardcover,289,2017,2017,,2023/11/01,to-read,to-read (#224),to-read,,,,0,0
35187179,The Conference of the Birds,Attar of Nishapur,"Nishapur, Attar of",Sholeh Wolpé,"=""0393355543""","=""9780393355543""",0,4.23,W. W. Norton & Company,Paperback,384,2018,1177,,2023/10/29,to-read,to-read (#222),to-read,,,,0,0
157985,Shahnameh: The Persian Book of Kings,Abolqasem Ferdowsi,"Ferdowsi, Abolqasem","Azar Nafisi, Dick Davis","=""0670034851""","=""9780670034857""",0,4.51,Viking,Hardcover,886,2006,1010,,2023/10/27,to-read,to-read (#221),to-read,,,,0,0
83817782,Determined: A Science of Life without Free Will,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""0525560971""","=""9780525560975""",0,4.24,Penguin Press,Hardcover,528,2023,2023,,2023/10/25,to-read,to-read (#220),to-read,,,,0,0
18290401,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""076117897X""","=""9780761178972""",0,4.10,Workman Publishing Company,Paperback,215,2014,2014,,2023/10/22,to-read,to-read (#219),to-read,,,,0,0
14912777,Turning Pro,Steven Pressfield,"Pressfield, Steven",,"=""""","=""""",0,4.15,Black Irish Books,Kindle Edition,148,2012,2012,,2023/10/22,to-read,to-read (#218),to-read,,,,0,0
1845,Into the Wild,Jon Krakauer,"Krakauer, Jon",,"=""0385486804""","=""9780385486804""",0,4.02,Anchor Books,Paperback,207,1997,1996,2023/10/22,2022/01/23,,,read,,,,1,0
41034856,Historien om Asta,Jón Kalman Stefánsson,"Stefánsson, Jón Kalman",Kim Lembek,"=""8793209606""","=""9788793209602""",0,4.15,BATZER & CO,Hardcover,480,2018,2017,,2022/07/21,,,read,,,,1,0
1117634,Small Is Beautiful: Economics as if People Mattered,Ernst F. Schumacher,"Schumacher, Ernst F.",,"=""0060916303""","=""9780060916305""",0,4.09,Harper Perennial,Paperback,352,1989,1973,,2023/10/22,to-read,to-read (#217),to-read,,,,0,0
81948,The E-myth Revisited,Michael E. Gerber,"Gerber, Michael E.",,"=""0887307280""","=""9780887307287""",0,4.07,Harper Collins,Unknown Binding,269,1995,1985,,2023/10/14,to-read,to-read (#216),to-read,,,,0,0
60932,"Parable of the Talents (Earthseed, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446610380""","=""9780446610384""",0,4.32,Aspect,Mass Market Paperback,448,2001,1998,,2023/09/26,to-read,to-read (#215),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.20,Grand Central Publishing,Paperback,345,2000,1993,,2023/09/26,to-read,to-read (#214),to-read,,,,0,0
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,"Diamond, Jared",,"=""0143036556""","=""9780143036555""",0,3.93,Penguin Books Ltd. (London),Paperback,608,2005,2004,,2023/09/14,to-read,to-read (#213),to-read,,,,0,0
54614599,First Person Singular: Stories,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0593318072""","=""9780593318072""",3,3.54,Knopf,Hardcover,245,2021,2020,,2022/07/21,,,read,,,,1,0
1836,The Practice of the Wild,Gary Snyder,"Snyder, Gary",,"=""0865474540""","=""9780865474543""",0,4.19,Farrar Straus & Giroux,Paperback,190,1990,1990,,2023/08/30,to-read,to-read (#212),to-read,,,,0,0
40795,Turtle Island,Gary Snyder,"Snyder, Gary",,"=""0811205460""","=""9780811205467""",0,4.09,New Directions,Paperback,112,1974,1974,,2023/08/30,to-read,to-read (#211),to-read,,,,0,0
1071726,The Peregrine,J.A. Baker,"Baker, J.A.",Robert Macfarlane,"=""""","=""""",0,4.15,NYRB Classics,Paperback,191,2004,1967,,2023/08/30,to-read,to-read (#210),to-read,,,,0,0
660518,Better Never to Have Been: The Harm of Coming into Existence,David Benatar,"Benatar, David",,"=""0199296421""","=""9780199296422""",0,3.89,Oxford University Press,Hardcover,237,2006,2006,,2023/08/30,to-read,to-read (#209),to-read,,,,0,0
92576,Woodcutters,Thomas Bernhard,"Bernhard, Thomas",David McLintock,"=""0226043967""","=""9780226043968""",0,4.19,University of Chicago Press,Paperback,188,1989,1984,,2023/08/28,to-read,to-read (#207),to-read,,,,0,0
88077,The Magic Mountain,Thomas Mann,"Mann, Thomas",John E. Woods,"=""""","=""9780593688137""",0,4.13,Vintage,Kindle Edition,706,1996,1924,,2023/08/28,to-read,to-read (#206),to-read,,,,0,0
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""015603008X""","=""9780156030083""",0,4.23,Harvest Books,Paperback,311,2004,1966,,2023/08/28,to-read,to-read (#205),to-read,,,,0,0
61663,Pale Blue Dot: A Vision of the Human Future in Space,Carl Sagan,"Sagan, Carl",,"=""0345376595""","=""9780345376596""",0,4.34,Ballantine Books,Paperback,384,1997,1994,,2023/08/28,to-read,to-read (#204),to-read,,,,0,0
136088,"SAS Survival Handbook: How to Survive in the Wild, in Any Climate, on Land or at Sea",John  Wiseman,"Wiseman, John",,"=""0060578793""","=""9780060578794""",0,4.25,HarperResource,Paperback,576,2004,1986,,2023/08/28,to-read,to-read (#203),to-read,,,,0,0
18693910,Barbarian Days: A Surfing Life,William Finnegan,"Finnegan, William",,"=""1594203474""","=""9781594203473""",0,4.27,Penguin Press,Hardcover,447,2015,2015,,2023/08/28,to-read,to-read (#202),to-read,,,,0,0
6055,A Voyage for Madmen,Peter   Nichols,"Nichols, Peter",,"=""0060957034""","=""9780060957032""",0,4.33,Harper Perennial,Paperback,298,2002,1997,,2023/08/28,to-read,to-read (#201),to-read,,,,0,0
765618,Paradise,Abdulrazak Gurnah,"Gurnah, Abdulrazak",,"=""""","=""""",4,3.60,The New Press,Paperback,256,1995,1994,2023/08/25,2022/07/21,,,read,,,,1,0
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",0,3.78,HarperTorch,Mass Market Paperback,540,2006,1974,2023/08/21,2023/08/28,,,read,,,,1,0
139069,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,"Lansing, Alfred",,"=""""","=""""",0,4.46,Carroll & Graf Publishers,Hardcover,282,1999,1959,,2023/08/28,to-read,to-read (#199),to-read,,,,0,0
44422074,I Will Never See the World Again,Ahmet Altan,"Altan, Ahmet",Yasemin Çongar,"=""1783785160""","=""9781783785162""",0,4.25,Granta Books,Kindle Edition,138,2019,2018,,2023/08/27,to-read,to-read (#198),to-read,,,,0,0
320,One Hundred Years of Solitude,Gabriel García Márquez,"Márquez, Gabriel García",Gregory Rabassa,"=""""","=""""",4,4.12,Harper,Mass Market Paperback,417,2003,1967,,2020/03/24,,,read,,,,1,0
35826776,The Tin Drum,Günter Grass,"Grass, Günter",Breon Mitchell,"=""1448182379""","=""9781448182374""",0,3.95,Vintage Digital,Kindle Edition,593,2017,1959,,2023/08/02,to-read,to-read (#197),to-read,,,,0,0
537762,Imaginary Homelands: Essays and Criticism 1981-1991,Salman Rushdie,"Rushdie, Salman",,"=""0140140360""","=""9780140140361""",0,3.98,Penguin Books,Paperback,448,1992,1991,,2022/07/19,,,read,,,,1,0
54110592,How Do You Live?,Genzaburo Yoshino,"Yoshino, Genzaburo","Neil Gaiman, Bruno Navasky","=""1616209771""","=""9781616209773""",4,3.99,"Little, Brown Books for Young Readers",Hardcover,288,2021,1937,,2022/07/21,,,read,,,,1,0
35122240,"The Waste Land, Prufrock and Other Poems",T.S. Eliot,"Eliot, T.S.",,"=""0486113213""","=""9780486113210""",0,4.14,Dover Publications,Kindle Edition,82,2012,1922,,2023/07/29,to-read,to-read (#196),to-read,,,,0,0
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""""","=""""",0,4.31,Vintage Books,Paperback,721,2007,2005,,2023/07/29,to-read,to-read (#195),to-read,,,,0,0
73884,Manhood in the Making: Cultural Concepts of Masculinity,David D. Gilmore,"Gilmore, David D.",,"=""0300050763""","=""9780300050769""",0,4.00,Yale University Press,Paperback,272,1991,1990,,2023/07/20,to-read,to-read (#194),to-read,,,,0,0
402287,The Moral Obligation to Be Intelligent: Selected Essays,Lionel Trilling,"Trilling, Lionel",Leon Wieseltier,"=""0374527997""","=""9780374527990""",0,4.15,"Farrar, Straus and Giroux",Paperback,592,2001,2000,,2023/05/30,to-read,to-read (#193),to-read,,,,0,0
101191,What Makes Sammy Run?,Budd Schulberg,"Schulberg, Budd",,"=""0375508317""","=""9780375508318""",0,4.09,Random House,Hardcover,320,2002,1941,,2023/05/21,to-read,to-read (#192),to-read,,,,0,0
39805645,Pseudoarbejde: Hvordan vi fik travlt med at lave ingenting,Dennis Nørmark,"Nørmark, Dennis",Anders Fogh Jensen,"=""8702267764""","=""9788702267761""",0,3.92,Gyldendal Business,Audiobook,11,2018,2018,,2023/05/16,to-read,to-read (#191),to-read,,,,0,0
16634,The Glass Bead Game,Hermann Hesse,"Hesse, Hermann","Richard Winston, Clara Winston, Theodore Ziolkowski","=""0312278497""","=""9780312278496""",0,4.10,Holt Paperbacks,Paperback,558,1998,1943,,2018/08/29,,,read,,,,1,0
59780,Cosmicomics,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156226006""","=""9780156226004""",0,4.15,Mariner Books,Paperback,153,1976,1965,,2023/04/09,to-read,to-read (#190),to-read,,,,0,0
374233,If on a Winter’s Night a Traveler,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""""",0,4.02,L&OD Key Porter,Paperback,260,1982,1979,,2023/04/09,to-read,to-read (#189),to-read,,,,0,0
562240,On the Golden Porch,Tatyana Tolstaya,"Tolstaya, Tatyana",,"=""0394577981""","=""9780394577982""",0,3.91,Knopf,Hardcover,198,1989,1987,,2023/04/06,to-read,to-read (#188),to-read,,,,0,0
50131136,"Atlas of AI: Power, Politics, and the Planetary Costs of Artificial Intelligence",Kate Crawford,"Crawford, Kate",,"=""0300209576""","=""9780300209570""",0,3.95,Yale University Press,ebook,288,2020,2020,,2023/03/25,to-read,to-read (#186),to-read,,,,0,0
58986927,Disorder: Hard Times in the 21st Century,Helen   Thompson,"Thompson, Helen",,"=""0198864981""","=""9780198864981""",0,3.87,Oxford University Press,Hardcover,384,2022,2022,,2023/03/25,to-read,to-read (#185),to-read,,,,0,0
81128684,Menneskets dybeste erindring,Mohamed Mbougar Sarr,"Sarr, Mohamed Mbougar",Niels Lyngsøe,"=""8712068608""","=""9788712068600""",0,4.18,Gad,Paperback,458,2023,2021,,2023/03/06,to-read,to-read (#184),to-read,,,,0,0
243685,A History of Western Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0671201581""","=""9780671201586""",0,4.13,Simon & Schuster,Paperback,906,1986,1945,,2023/02/02,to-read,to-read (#183),to-read,,,,0,0
888369,Farthest North: The Incredible Three-Year Voyage to the Frozen Latitudes of the North (Modern Library Exploration),Fridtjof Nansen,"Nansen, Fridtjof",Roland Huntford,"=""0375754725""","=""9780375754722""",0,4.10,Random House Publishing Group,Paperback,544,1999,,,2023/01/30,to-read,to-read (#182),to-read,,,,0,0
41431983,So Much Longing in So Little Space: The Art of Edvard Munch,Karl Ove Knausgård,"Knausgård, Karl Ove",Karl Ove Knausgaard,"=""0525504907""","=""9780525504900""",0,3.95,Penguin Books,Kindle Edition,252,2019,2017,,2023/01/30,to-read,to-read (#181),to-read,,,,0,0
62794,Confessions of a Mask,Yukio Mishima,"Mishima, Yukio",Meredith Weatherby,"=""0720610311""","=""9780720610314""",0,3.95,Peter Owen,Paperback,224,1998,1949,,2023/01/30,to-read,to-read (#180),to-read,,,,0,0
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.22,Crown,Paperback,544,2004,2003,,2022/07/19,,,read,,,,1,0
1305,Gates of Fire,Steven Pressfield,"Pressfield, Steven",,"=""055338368X""","=""9780553383683""",0,4.40,Bantam,Paperback,526,2005,1998,,2023/01/29,to-read,to-read (#179),to-read,,,,0,0
162332,The Sailor Who Fell from Grace with the Sea,Yukio Mishima,"Mishima, Yukio",John Nathan,"=""""","=""""",3,3.84,Vintage,Paperback,181,1994,1963,,2022/06/25,,,read,,,,1,0
137254,Sult,Knut Hamsun,"Hamsun, Knut",,"=""8205248931""","=""9788205248939""",4,4.04,Gyldendal,Paperback,158,1998,1890,2023/01/16,2021/02/17,,,read,,,,1,0
342049,Growth of the Soil,Knut Hamsun,"Hamsun, Knut",,"=""0394717813""","=""9780394717814""",0,4.23,Vintage,Mass Market Paperback,435,1972,1917,,2023/01/16,to-read,to-read (#178),to-read,,,,0,0
1894414,Gå. Eller kunsten å leve et vilt og poetisk liv,Tomas Espedal,"Espedal, Tomas",,"=""8205371407""","=""9788205371408""",0,3.92,Gyldendal,Paperback,214,2007,2006,,2022/09/30,to-read,to-read (#177),to-read,,,,0,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,4.23,Avon,Mass Market Paperback,1152,2002,1999,,2022/09/26,to-read,to-read (#176),to-read,,,,0,0
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",0,4.14,Houghton Mifflin Harcourt,Paperback,552,1994,1980,,2022/08/29,to-read,to-read (#175),to-read,,,,0,0
60591550,Check Your Financial Privilege,Alex Gladstein,"Gladstein, Alex",,"=""""","=""9798985728927""",0,4.43,BTC Media LLC,Paperback,271,2022,,,2022/08/03,to-read,to-read (#173),to-read,,,,0,0
49089890,"Naked, Short and Greedy: Wall Street's Failure to Deliver",Susanne Trimbath,"Trimbath, Susanne",,"=""1910151343""","=""9781910151341""",0,4.32,Spiramus Press,Paperback,372,2019,,,2022/08/03,to-read,to-read (#172),to-read,,,,0,0
6206,Elizabeth Costello,J.M. Coetzee,"Coetzee, J.M.",,"=""""","=""""",0,3.48,Vintage,Paperback,231,2004,2003,,2022/07/21,paa-min-irl-hylde,paa-min-irl-hylde (#9),paa-min-irl-hylde,,,,0,0
29959887,The Schooldays of Jesus,J.M. Coetzee,"Coetzee, J.M.",,"=""1911215361""","=""9781911215363""",0,3.58,RANDOM HOUSE,Paperback,260,2013,2016,,2022/07/21,paa-min-irl-hylde,paa-min-irl-hylde (#8),paa-min-irl-hylde,,,,0,0
18492514,Antikrist,Friedrich Nietzsche,"Nietzsche, Friedrich",,"=""9532030174""","=""""",0,3.89,IZVORI,Paperback,116,1999,1888,,2022/07/19,paa-min-irl-hylde,paa-min-irl-hylde (#7),paa-min-irl-hylde,,,,0,0
52925692,dyret og sjælen,Aldous Huxley,"Huxley, Aldous",,"=""8711003618""","=""9788711003619""",0,3.73,Aschehougs Minervabøger,Paperback,152,1971,1948,,2022/07/19,paa-min-irl-hylde,paa-min-irl-hylde (#6),paa-min-irl-hylde,,,,0,0
26694,Empire,Michael Hardt,"Hardt, Michael",Antonio Negri,"=""0674006712""","=""9780674006713""",0,3.77,Harvard University Press,Paperback,478,2001,2000,,2021/11/08,paa-min-irl-hylde,paa-min-irl-hylde (#1),paa-min-irl-hylde,,,,0,0
17690,The Trial,Franz Kafka,"Kafka, Franz","Max Brod, Willa Muir, Edwin Muir","=""""","=""""",0,3.94,Vintage,Paperback,255,2001,1925,,2021/10/04,paa-min-irl-hylde,paa-min-irl-hylde (#2),paa-min-irl-hylde,,,,0,0
12749,"Swann’s Way (In Search of Lost Time, #1)",Marcel Proust,"Proust, Marcel",Lydia Davis,"=""0142437964""","=""9780142437964""",0,4.16,Penguin Classics,Paperback,468,2004,1913,,2021/09/10,paa-min-irl-hylde,paa-min-irl-hylde (#3),paa-min-irl-hylde,,,,0,0
11768,The Hotel New Hampshire,John Irving,"Irving, John",,"=""0552992097""","=""9780552992091""",0,3.93,Black Swan,Paperback,520,1998,1981,,2018/12/23,paa-min-irl-hylde,paa-min-irl-hylde (#5),paa-min-irl-hylde,,,,0,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",0,4.25,Back Bay Books,Paperback,1088,2005,1996,,2019/02/12,paa-min-irl-hylde,paa-min-irl-hylde (#4),paa-min-irl-hylde,,,,0,0
3601593,Non Violent Communication A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",,"=""""","=""""",0,4.33,,,264,2008,1999,,2022/07/19,to-read,to-read (#171),to-read,,,,0,0
6025160,Lords of Finance: The Bankers Who Broke the World,Liaquat Ahamed,"Ahamed, Liaquat",,"=""159420182X""","=""9781594201820""",0,4.03,Penguin Press,Hardcover,564,2009,2009,,2022/07/15,to-read,to-read (#170),to-read,,,,0,0
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",0,4.32,Corgi,Paperback,389,2005,1992,,2022/07/12,to-read,to-read (#169),to-read,,,,0,0
6192,Disgrace,J.M. Coetzee,"Coetzee, J.M.",,"=""0143036378""","=""9780143036371""",0,3.86,Penguin Books,Paperback,220,2005,1999,,2022/07/07,to-read,to-read (#167),to-read,,,,0,0
46024004,The Other Name: Septology I-II,Jon Fosse,"Fosse, Jon",Damion Searls,"=""""","=""""",0,4.05,Fitzcarraldo Editions,Paperback,351,2019,2019,,2022/07/07,to-read,to-read (#166),to-read,,,,0,0
762476,Kokoro,Natsume Sōseki,"Sōseki, Natsume",Edwin McClellan,"=""0809260956""","=""9780895267153""",0,4.04,Gateway Editions,Paperback,256,1996,1914,,2022/07/04,to-read,to-read (#165),to-read,,,,0,0
61666,Contact,Carl Sagan,"Sagan, Carl",,"=""2266079999""","=""9782266079990""",0,4.15,Pocket,Mass Market Paperback,580,1997,1985,,2022/07/03,to-read,to-read (#164),to-read,,,,0,0
23546676,Digital Gold: Bitcoin and the Inside Story of the Misfits and Millionaires Trying to Reinvent Money,Nathaniel Popper,"Popper, Nathaniel",,"=""0062362496""","=""9780062362490""",0,4.14,Harper,Hardcover,416,2015,2015,,2022/07/03,to-read,to-read (#163),to-read,,,,0,0
50175330,The Infinite Machine: How an Army of Crypto-hackers Is Building the Next Internet with Ethereum,Camila Russo,"Russo, Camila",,"=""0062886142""","=""9780062886149""",0,4.11,Harper Business,Hardcover,320,2020,2020,,2022/07/03,to-read,to-read (#162),to-read,,,,0,0
40495148,Blindness,José Saramago,"Saramago, José",Giovanni Pontiero,"=""""","=""""",0,4.18,Mariner Books,Kindle Edition,349,2013,1995,,2022/06/29,to-read,to-read (#161),to-read,,,,0,0
19395553,Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,Max Tegmark,"Tegmark, Max",,"=""1846144760""","=""9781846144769""",0,4.19,Allen Lane,Hardcover,432,2014,2012,,2022/06/28,to-read,to-read (#160),to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.03,Modern Library,Kindle Edition,490,2022,1320,,2022/06/28,to-read,to-read (#159),to-read,,,,0,0
34473,In Praise of Shadows,Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō","Edward G. Seidensticker, Thomas J. Harper, Charles Moore","=""""","=""""",0,4.01,Leete's Island Books,Paperback,56,1977,1933,,2022/06/28,to-read,to-read (#158),to-read,,,,0,0
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",0,4.00,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2022/01/01,2018/12/29,,,read,,,,1,0
39945240,The Prophet (A Penguin Classics Hardcover),Kahlil Gibran,"Gibran, Kahlil",Rupi Kaur,"=""0143133586""","=""9780143133582""",0,4.23,Penguin Classics,Hardcover,128,2019,1923,2022/01/01,2022/06/28,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",0,4.15,Anchor Books,Paperback,311,1998,1985,,2022/06/28,to-read,to-read (#157),to-read,,,,0,0
9998,The Woman in the Dunes,Kōbō Abe,"Abe, Kōbō","Machi Abe, E. Dale Saunders","=""0679733787""","=""9780679733782""",0,3.88,Vintage,Paperback,241,1991,1962,,2022/05/29,to-read,to-read (#156),to-read,,,,0,0
194746,No Longer Human,Osamu Dazai,"Dazai, Osamu",Donald Keene,"=""""","=""""",0,3.95,New Directions,Paperback,176,1958,1948,,2022/05/29,to-read,to-read (#155),to-read,,,,0,0
3354711,Den afrikanske farm,Isak Dinesen,"Dinesen, Isak",Karen Blixen,"=""8700505919""","=""9788700505919""",4,3.91,Gyldendal,Paperback,329,1976,1937,,2022/01/28,,,read,,,,1,0
54497604,Blomsterdalen,Niviaq Korneliussen,"Korneliussen, Niviaq",,"=""8702278383""","=""9788702278385""",4,3.65,Gyldendal,Paperback,279,2020,2020,2022/02/01,2021/12/10,,,read,,,,1,0
28257707,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""""","=""9798804636129""",3,3.87,Harper,Paperback,212,2016,2016,,2018/08/19,,,read,,,,1,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",3,4.14,Portfolio,Hardcover,226,2016,2016,,2018/08/19,,,read,,,,1,0
76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,"Tolle, Eckhart",,"=""0452287588""","=""9780452287587""",4,4.16,Plume,Paperback,316,2006,2005,,2018/08/21,,,read,,,,1,0
11387241,Mørkets Hjerte,Joseph Conrad,"Conrad, Joseph",,"=""8788211428""","=""9788788211429""",2,3.43,Nansensgade Antikvariat,Paperback,128,2001,1899,,2020/10/19,,,read,,,,1,0
50955136,Mannen som elsket Sibir,Roy Jacobsen,"Jacobsen, Roy",Anneliese Pitz,"=""""","=""9788202638375""",4,3.77,Cappelen Damm,Hardcover,288,2019,2019,2022/01/01,2022/01/18,,,read,,,,1,0
91950,The Myth of Sisyphus,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0141182008""","=""9780141182001""",4,4.18,Penguin Classics,Paperback,192,2013,1942,,2020/10/19,,,read,,,,1,0
